Emotion,RGB1_R,RGB1_G,RGB1_B,RGB2_R,RGB2_G,RGB2_B,RGB3_R,RGB3_G,RGB3_B
Aromatic,150,58,4,112,41,3,215,144,92
Practical,45,0,5,150,58,4,112,116,72
Grand,191,169,11,0,0,0,150,58,4
Grand,150,58,4,191,169,11,0,0,0
Pastoral,166,151,51,150,58,4,126,100,12
Sturdy,150,58,4,5,11,48,0,0,0
Pastoral,138,112,12,215,144,92,112,41,3
Rustic,191,169,11,112,41,3,150,58,4
Rustic,150,58,4,191,169,11,112,41,3
Aromatic,149,78,29,112,41,3,208,180,137
Aromatic,208,180,137,149,78,29,112,41,3
Sturdy,150,58,4,112,41,3,0,0,0
Placid,145,111,93,112,41,3,127,127,127
Placid,127,127,127,145,111,93,112,41,3
Conservative,130,99,61,112,41,3,1,24,10
Traditional,112,11,1,53,21,3,149,78,29
Sturdy,149,78,29,53,21,3,89,55,8
Practical,112,41,3,138,101,97,53,21,3
Conservative,145,111,93,53,21,3,53,32,6
Sound,53,21,3,51,73,18,130,99,61
Sound,130,99,61,53,21,3,51,73,18
Vivid,255,127,0,255,242,0,212,0,57
Vivid,212,0,57,255,242,0,255,127,0
Vivid,255,127,0,212,0,57,255,242,0
Showy,255,242,0,95,35,141,212,0,57
Bold,229,0,13,0,0,0,255,242,0
Bold,255,242,0,0,0,0,229,0,13
Bold,229,0,13,255,242,0,0,0,0
Flamboyant,229,0,13,17,147,82,255,242,0
Flamboyant,255,242,0,229,0,13,17,147,82
Dazzling,95,35,141,255,242,0,255,127,0
Dazzling,255,127,0,255,242,0,95,35,141
Dazzling,95,35,141,255,127,0,255,242,0
Dynamic,255,242,0,212,0,57,0,0,0
Sporty,255,255,255,255,242,0,26,67,155
Lively,229,0,13,255,242,0,12,32,120
Lively,12,32,120,229,0,13,255,242,0
Intense,0,0,0,255,242,0,95,35,141
Intense,0,0,0,95,35,141,255,242,0
Intense,255,242,0,0,0,0,95,35,141
Intense,95,35,141,0,0,0,255,242,0
Intense,255,242,0,95,35,141,0,0,0
Hot,112,41,3,191,169,11,229,0,13
Hot,112,41,3,229,0,13,191,169,11
Hot,191,169,11,112,41,3,229,0,13
Hot,229,0,13,112,41,3,191,169,11
Hot,191,169,11,229,0,13,112,41,3
Rich,138,0,7,191,169,11,112,41,3
Substantial,191,169,11,112,41,3,112,11,1
Substantial,112,11,1,112,41,3,191,169,11
Substantial,191,169,11,112,11,1,112,41,3
Mature,73,0,35,149,60,53,191,169,11
Luxurious,191,169,11,138,0,7,32,10,70
Extravagant,106,51,135,105,0,51,191,169,11
Decorative,191,169,11,212,0,57,95,35,141
Cheerful,251,103,89,251,167,89,255,242,63
Cheerful,255,242,63,251,103,89,251,167,89
Enjoyable,255,242,63,255,127,0,78,181,135
Showyl,106,51,135,255,242,63,229,0,13
Showyl,106,51,135,229,0,13,255,242,63
Showyl,255,242,63,106,51,135,229,0,13
Showyl,229,0,13,106,51,135,255,242,63
Showyl,255,242,63,229,0,13,106,51,135
Pretty,248,117,157,255,242,63,78,181,135
Open,255,255,255,255,242,63,78,181,135
Cheerful,253,192,145,255,242,124,251,103,89
Cheerful,251,103,89,253,192,145,255,242,124
Cute,248,117,157,145,209,127,255,242,124
Cute,255,242,124,248,117,157,145,209,127
Merry,251,103,89,116,196,118,255,242,124
Merry,255,242,124,251,103,89,116,196,118
Healthy,153,166,74,255,242,124,255,255,255
Healthy,255,255,255,153,166,74,255,242,124
Childlike,251,167,89,153,216,212,255,242,124
Childlike,255,242,124,251,167,89,153,216,212
Open,255,242,124,153,166,74,153,215,179
Gentle,208,194,142,208,180,137,255,250,184
Gentle,255,250,184,208,194,142,208,180,137
Friendly,253,192,145,255,242,63,255,250,184
Friendly,255,250,184,253,192,145,255,242,63
Generous,234,124,104,255,250,184,251,167,89
Generous,251,167,89,234,124,104,255,250,184
Free,253,192,145,173,219,93,255,250,184
Free,255,250,184,253,192,145,173,219,93
Dreamy,255,250,184,251,174,193,204,236,232
Open,255,250,184,153,166,74,116,196,118
Wholesome,166,151,51,171,181,136,255,250,184
Wholesome,255,250,184,166,151,51,171,181,136
Plain,255,250,184,186,186,186,171,181,136
Plain,171,181,136,255,250,184,186,186,186
Restful,253,192,145,208,194,142,254,230,194
Restful,254,230,194,253,192,145,208,194,142
Intimate,208,194,142,215,144,92,254,230,194
Pleasant,208,194,142,234,124,104,215,144,92
Plain,208,194,142,171,181,136,230,245,164
Plain,230,245,164,208,194,142,171,181,136
Friendly,215,144,92,144,193,156,208,194,142
Friendly,208,194,142,215,144,92,144,193,156
Dry,186,186,186,130,99,61,208,194,142
Dry,208,194,142,130,99,61,186,186,186
Dry,186,186,186,208,194,142,130,99,61
Intimate,215,144,92,166,151,51,208,194,142
Wholesome,215,144,92,215,144,92,255,250,184
Wholesome,255,250,184,215,144,92,215,144,92
Restful,242,100,1,166,151,51,208,194,142
Restful,208,194,142,242,100,1,166,151,51
Calm,166,151,51,208,194,142,130,99,61
Provincial,112,116,72,166,151,51,138,112,12
Pastoral,166,151,51,150,58,4,126,100,12
Calm,215,144,92,208,180,137,130,99,61
Nostalgic,149,78,29,130,99,61,210,168,159
Nostalgic,210,168,159,149,78,29,130,99,61
Conservative,130,99,61,112,41,3,51,73,18
Dry,186,186,186,130,99,61,208,194,142
Dry,208,194,142,130,99,61,186,186,186
Dry,186,186,186,208,194,142,130,99,61
Sound,51,51,51,10,21,82,130,99,61
Sound,130,99,61,51,51,51,10,21,82
Dapper,4,36,65,0,0,0,130,99,61
Dapper,130,99,61,4,36,65,0,0,0
Pastoral,138,112,12,215,144,92,112,41,3
Nostalgic,234,124,104,138,112,12,73,0,35
Nostalgic,73,0,35,234,124,104,138,112,12
Diligent,126,58,88,138,112,12,1,47,45
Provincial,186,186,186,145,111,93,138,112,12
Extravagant,126,100,12,138,0,7,112,41,3
Gorgeous,138,0,7,32,10,70,126,100,12
Gorgeous,126,100,12,32,10,70,138,0,7
Gorgeous,138,0,7,126,100,12,32,10,70
Decorative,126,100,12,227,26,42,72,13,104
Wild,126,100,12,138,0,7,89,55,8
Pastoral,126,100,12,166,151,51,140,174,67
Bitterl,51,51,51,126,100,12,112,41,3
Bitterl,51,51,51,112,41,3,126,100,12
Bitterl,126,100,12,51,51,51,112,41,3
Bitterl,112,41,3,51,51,51,126,100,12
Bitterl,126,100,12,112,41,3,51,51,51
Tasteful,138,101,97,89,55,8,32,10,70
Plaiced,51,51,51,130,99,61,89,55,8
Plaiced,51,51,51,89,55,8,130,99,61
Plaiced,130,99,61,51,51,51,89,55,8
Plaiced,89,55,8,51,51,51,130,99,61
Plaiced,130,99,61,89,55,8,51,51,51
Bitter,89,55,8,1,24,10,126,100,12
Bitter,126,100,12,89,55,8,1,24,10
Traditional,89,55,8,53,21,3,32,10,70
Conservative,89,55,8,127,127,127,5,11,48
Tasteful,149,78,29,105,0,51,53,32,6
Rustic,126,100,12,53,32,6,150,58,4
Rustic,150,58,4,126,100,12,53,32,6
Bitter,26,26,26,53,32,6,126,100,12
Bitter,126,100,12,26,26,26,53,32,6
Serious,53,32,6,0,0,0,112,41,3
Placid,53,32,6,1,22,23,161,161,161
Placid,161,161,161,53,32,6,1,22,23
Dapper,126,100,12,10,21,82,130,99,61
Dapper,130,99,61,126,100,12,10,21,82
Enjoyable,255,242,0,255,127,0,140,201,25
Festive,229,0,13,140,201,25,255,255,255
Festive,255,255,255,229,0,13,140,201,25
Flamboyant,255,127,0,212,0,57,140,201,25
Flamboyant,140,201,25,255,127,0,212,0,57
Healthy,255,242,0,140,201,25,255,255,255
Healthy,255,255,255,255,242,0,140,201,25
Open,255,250,184,255,242,0,140,201,25
Amusing,248,117,157,140,201,25,95,35,141
Amusing,95,35,141,248,117,157,140,201,25
Striking,212,0,57,140,201,25,0,0,0
Striking,0,0,0,212,0,57,140,201,25
Lighthearted,215,144,92,115,184,29,255,250,184
Lighthearted,255,250,184,215,144,92,115,184,29
Wholesome,166,151,51,115,184,29,255,255,255
Wholesome,255,255,255,166,151,51,115,184,29
Calm,115,184,29,255,250,184,138,112,12
Artistic,82,82,82,115,184,29,222,222,222
Artistic,82,82,82,222,222,222,115,184,29
Artistic,115,184,29,82,82,82,222,222,222
Artistic,222,222,222,82,82,82,115,184,29
Artistic,115,184,29,222,222,222,82,82,82
Cute,248,117,157,179,221,61,255,250,184
Cute,255,250,184,248,117,157,179,221,61
Bright,229,0,13,255,242,63,179,221,61
Friendly,253,192,145,179,221,61,255,250,184
Friendly,255,250,184,253,192,145,179,221,61
Citrus,255,242,0,179,221,61,173,219,93
Citrus,173,219,93,179,221,61,255,242,0
Citrus,255,242,0,173,219,93,179,221,61
Free,179,221,61,153,215,179,255,250,184
Free,255,250,184,179,221,61,153,215,179
Free,215,144,92,173,219,93,255,250,184
Free,255,250,184,215,144,92,173,219,93
Healthy,253,192,145,173,219,93,254,230,194
Healthy,254,230,194,253,192,145,173,219,93
Citrus,255,242,0,230,245,164,173,219,93
Citrus,173,219,93,230,245,164,255,242,0
Citrus,255,242,0,173,219,93,230,245,164
Lighthearted,153,166,74,255,250,184,173,219,93
Lighthearted,173,219,93,153,166,74,255,250,184
Innocent,253,217,205,230,245,164,255,255,255
Innocent,255,255,255,253,217,205,230,245,164
Sunny,253,192,145,230,245,164,254,230,194
Sunny,254,230,194,253,192,145,230,245,164
Lightl,230,245,164,255,255,255,255,250,184
Lightl,230,245,164,255,250,184,255,255,255
Lightl,255,255,255,230,245,164,255,250,184
Lightl,255,250,184,230,245,164,255,255,255
Lightl,255,255,255,255,250,184,230,245,164
Soft,253,217,205,230,245,164,217,228,228
Emotional,217,228,228,234,216,227,230,245,164
Plain,208,194,142,171,181,136,230,245,164
Plain,230,245,164,208,194,142,171,181,136
Soft,242,242,242,210,168,159,171,181,136
Restful,254,230,194,171,181,136,253,192,145
Restful,253,192,145,254,230,194,171,181,136
Domestic,251,167,89,171,181,136,255,250,184
Domestic,255,250,184,251,167,89,171,181,136
Pastoral,140,174,67,166,151,51,171,181,136
Wholesome,215,144,92,171,181,136,255,250,184
Wholesome,255,250,184,215,144,92,171,181,136
Plain,171,181,136,166,181,183,242,242,242
Plain,242,242,242,171,181,136,166,181,183
Pastoral,208,194,142,191,169,11,96,122,38
Rustic,112,41,3,96,122,38,149,78,29
Rustic,149,78,29,112,41,3,96,122,38
Wild,229,0,13,45,0,5,96,122,38
Mature,138,0,7,72,13,104,96,122,38
Japanese,242,242,242,96,122,38,99,63,110
Japanese,99,63,110,96,122,38,242,242,242
Japanese,242,242,242,99,63,110,96,122,38
Delignet,26,26,26,96,122,38,53,32,6
Delignet,26,26,26,53,32,6,96,122,38
Delignet,96,122,38,26,26,26,53,32,6
Delignet,53,32,6,26,26,26,96,122,38
Delignet,96,122,38,53,32,6,26,26,26
Mature,227,26,42,191,169,11,73,114,26
Rich,191,169,11,138,0,7,73,114,26
Pastoral,166,151,51,150,58,4,73,114,26
Complex,187,45,105,73,114,26,12,32,120
Complex,12,32,120,187,45,105,73,114,26
Wild,191,169,11,32,10,70,51,73,18
Pastoral,171,181,136,149,78,29,51,73,18
Tasteful,51,73,18,149,60,53,145,111,93
Diligent,150,58,4,112,41,3,33,36,10
Practical,145,111,93,53,21,3,33,36,10
Splendid,33,36,10,130,99,61,89,55,8
Splendid,33,36,10,89,55,8,130,99,61
Splendid,130,99,61,33,36,10,89,55,8
Splendid,89,55,8,33,36,10,130,99,61
Splendid,130,99,61,89,55,8,33,36,10
Traditional,112,41,3,138,112,12,33,36,10
Solemn,161,161,161,33,36,10,5,11,48
Serious,82,82,82,53,21,3,33,36,10
Vigorous,229,0,13,17,147,82,255,242,0
Vigorous,255,242,0,229,0,13,17,147,82
Livery,17,147,82,26,67,155,229,0,13
Livery,17,147,82,229,0,13,26,67,155
Livery,26,67,155,17,147,82,229,0,13
Livery,229,0,13,17,147,82,26,67,155
Livery,26,67,155,229,0,13,17,147,82
Provocative,212,0,57,17,147,82,72,13,104
Provocative,72,13,104,212,0,57,17,147,82
Vivid,17,147,82,255,242,0,212,0,57
Vivid,212,0,57,255,242,0,17,147,82
Vivid,17,147,82,212,0,57,255,242,0
Flamboyant,212,0,57,17,147,82,255,127,0
Flamboyant,255,127,0,212,0,57,17,147,82
Active,229,0,13,17,147,82,0,0,0
Active,0,0,0,229,0,13,17,147,82
Showy,17,147,82,255,242,124,95,35,141
Dynamic,255,242,0,17,147,82,0,0,0
Flamboyant,212,0,57,52,156,83,255,242,0
Flamboyant,255,242,0,212,0,57,52,156,83
Dynamic,52,156,83,255,242,0,0,0,0
Tropical,187,45,105,52,156,83,0,0,0
Tropical,0,0,0,187,45,105,52,156,83
Relaxed,14,57,21,52,156,83,171,181,136
Relaxed,14,57,21,171,181,136,52,156,83
Relaxed,52,156,83,14,57,21,171,181,136
Relaxed,171,181,136,14,57,21,52,156,83
Relaxed,52,156,83,171,181,136,14,57,21
Lighthearted,153,166,74,116,196,118,255,250,184
Lighthearted,255,250,184,153,166,74,116,196,118
Enjoyable,255,242,124,251,103,89,116,196,118
Merry,248,117,157,116,196,118,255,242,0
Merry,255,242,0,248,117,157,116,196,118
Open,255,242,63,255,250,184,116,196,118
Bright,249,223,226,229,0,13,116,196,118
Showy,255,242,0,229,0,13,116,196,118
Provocative,212,0,57,72,13,104,116,196,118
Provocative,116,196,118,212,0,57,72,13,104
Free,173,219,93,145,209,127,255,250,184
Free,255,250,184,173,219,93,145,209,127
Open,255,242,124,254,230,194,145,209,127
Cute,251,103,89,145,209,127,255,242,124
Cute,255,242,124,251,103,89,145,209,127
Refreshing,145,209,127,128,166,206,255,255,255
Refreshing,255,255,255,145,209,127,128,166,206
Progressive,242,242,242,145,209,127,51,51,51
Charming,253,217,205,192,230,184,255,255,255
Charming,255,255,255,253,217,205,192,230,184
Innocent,251,174,193,253,217,205,192,230,184
Innocent,192,230,184,251,174,193,253,217,205
Neat,192,230,184,191,230,200,255,255,255
Neat,255,255,255,192,230,184,191,230,200
Clear,255,255,255,153,216,212,192,230,184
Clear,192,230,184,153,216,212,255,255,255
Clear,255,255,255,192,230,184,153,216,212
Supple,210,168,159,153,193,151,255,255,255
Supple,255,255,255,210,168,159,153,193,151
Domestic,253,192,145,153,193,151,254,230,194
Domestic,254,230,194,253,192,145,153,193,151
Plain,171,181,136,230,245,164,153,193,151
Plain,153,193,151,171,181,136,230,245,164
Crystalline,153,193,151,255,255,255,179,204,206
Citrus,103,186,116,192,230,184,255,242,124
Citrus,255,242,124,192,230,184,103,186,116
Citrus,103,186,116,255,242,124,192,230,184
Healthy,215,144,92,103,186,116,255,250,184
Healthy,255,250,184,215,144,92,103,186,116
Neat,103,186,116,191,230,200,255,255,255
Neat,255,255,255,103,186,116,191,230,200
Grand,103,186,116,5,60,88,73,114,26
Grand,73,114,26,103,186,116,5,60,88
Western,234,216,227,103,186,116,123,150,181
Fashionable,115,95,108,103,124,100,166,181,183
Fashionable,166,181,183,115,95,108,103,124,100
Stylish,99,63,110,103,124,100,242,242,242
Stylish,242,242,242,99,63,110,103,124,100
Grand,191,230,200,40,0,24,103,124,100
Grand,103,124,100,191,230,200,40,0,24
Abundant,242,100,1,47,105,70,227,26,42
Abundant,227,26,42,242,100,1,47,105,70
Adult,40,0,24,47,105,70,215,188,188
Adult,40,0,24,215,188,188,47,105,70
Adult,47,105,70,40,0,24,215,188,188
Adult,215,188,188,40,0,24,47,105,70
Adult,47,105,70,215,188,188,40,0,24
Complex,187,45,105,47,105,70,112,11,1
Complex,112,11,1,187,45,105,47,105,70
Tropical,212,0,57,0,86,48,255,127,0
Tropical,255,127,0,212,0,57,0,86,48
Wild,227,26,42,89,55,8,0,86,48
Decorative,0,86,48,72,13,104,186,186,186
Practical,0,0,0,150,58,4,0,86,48
Progressive,1,78,70,0,86,48,12,32,120
Sound,0,86,48,26,26,26,130,99,61
Sound,130,99,61,0,86,48,26,26,26
Abundant,229,0,13,14,57,21,255,127,0
Abundant,255,127,0,229,0,13,14,57,21
Rich,191,169,11,138,0,7,14,57,21
Robust,138,0,7,0,0,0,14,57,21
Adult,126,58,88,198,183,186,14,57,21
Adult,126,58,88,14,57,21,198,183,186
Adult,198,183,186,126,58,88,14,57,21
Adult,14,57,21,126,58,88,198,183,186
Adult,198,183,186,14,57,21,126,58,88
Classic,149,78,29,32,10,70,14,57,21
Dignified,186,186,186,53,21,3,14,57,21
Practical,138,112,12,45,0,5,14,57,21
Placid,45,0,5,1,24,10,145,111,93
Placid,145,111,93,45,0,5,1,24,10
Heavy,0,0,0,112,41,3,1,24,10
Bitter,1,24,10,89,55,8,126,100,12
Bitter,126,100,12,1,24,10,89,55,8
Sound,45,0,5,1,24,10,138,112,12
Sound,138,112,12,45,0,5,1,24,10
Dignified,121,123,131,26,9,42,1,24,10
Showy,1,144,102,255,127,0,212,0,57
Vigorous,229,0,13,1,144,102,0,0,0
Vigorous,0,0,0,229,0,13,1,144,102
Agile,255,255,255,1,144,102,26,67,155
Sporty,255,242,0,1,144,102,10,21,82
Active,255,242,63,0,0,0,1,144,102
Active,1,144,102,255,242,63,0,0,0
Progressive,10,21,82,222,222,222,1,144,102
Sharp,1,144,102,0,0,0,255,255,255
Sharp,255,255,255,1,144,102,0,0,0
Sporty,255,255,255,229,0,13,40,163,119
Tropical,212,0,57,40,163,119,153,166,74
Tropical,153,166,74,212,0,57,40,163,119
Active,40,163,119,10,21,82,255,242,124
Active,255,242,124,40,163,119,10,21,82
Grand,153,194,181,192,230,184,40,163,119
Grand,40,163,119,153,194,181,192,230,184
Agile,255,255,255,40,163,119,12,32,120
Sharp,40,163,119,10,21,82,255,255,255
Sharp,255,255,255,40,163,119,10,21,82
Pretty,255,242,124,251,167,89,78,181,135
Tropical,212,0,57,255,242,0,78,181,135
Tropical,78,181,135,212,0,57,255,242,0
Progressive,78,181,135,192,230,184,26,67,155
Healthy,255,242,124,153,215,179,255,250,184
Healthy,255,250,184,255,242,124,153,215,179
Western,99,63,110,253,217,205,153,215,179
Cultivated,12,32,120,186,186,186,153,215,179
Cultivated,153,215,179,186,186,186,12,32,120
Cultivated,12,32,120,153,215,179,186,186,186
Neat,191,230,200,153,215,179,255,255,255
Neat,255,255,255,191,230,200,153,215,179
Crystalline,255,255,255,153,215,179,26,67,155
Supple,253,217,205,191,230,200,242,242,242
Supple,242,242,242,253,217,205,191,230,200
Soft,191,230,200,254,230,194,230,245,164
Gentle,208,180,137,255,250,184,191,230,200
Gentle,191,230,200,208,180,137,255,250,184
Dreamy,234,216,227,191,230,200,166,181,183
Neat,191,230,200,153,215,179,255,255,255
Neat,255,255,255,191,230,200,153,215,179
Crystalline,255,255,255,153,215,179,128,166,206
Pretty,255,250,184,251,174,193,144,193,156
Tender,249,223,226,251,174,193,144,193,156
Lighthearted,153,166,74,255,242,124,144,193,156
Lighthearted,144,193,156,153,166,74,255,242,124
Friendly,215,144,92,144,193,156,208,194,142
Friendly,208,194,142,215,144,92,144,193,156
Stylish,99,63,110,144,193,156,161,161,161
Stylish,161,161,161,99,63,110,144,193,156
Neat,144,193,156,153,216,212,255,255,255
Neat,255,255,255,144,193,156,153,216,212
Crystalline,144,193,156,255,255,255,128,166,206
Amusing,248,117,157,90,177,132,255,242,63
Amusing,255,242,63,248,117,157,90,177,132
Dewy,90,177,132,32,104,113,191,230,200
Dewy,191,230,200,32,104,113,90,177,132
Dewy,90,177,132,191,230,200,32,104,113
Cultivated,150,58,4,51,71,108,191,230,200
Cultivated,191,230,200,51,71,108,150,58,4
Cultivated,150,58,4,191,230,200,51,71,108
Western,255,255,255,90,177,132,51,71,108
Dewy,153,194,181,116,139,116,204,236,232
Dewy,204,236,232,116,139,116,153,194,181
Dewy,153,194,181,204,236,232,116,139,116
Noble,222,222,222,99,63,110,116,139,116
Distinguished,99,63,110,116,139,116,0,0,0
Aqueous,116,139,116,82,82,82,186,186,186
Aqueous,186,186,186,82,82,82,116,139,116
Aqueous,116,139,116,186,186,186,82,82,82
Decorative,187,45,105,32,10,70,37,95,81
Complex,51,73,18,37,95,81,99,63,110
Complex,99,63,110,51,73,18,37,95,81
Magnificent,4,36,65,37,95,81,153,194,181
Magnificent,4,36,65,153,194,181,37,95,81
Magnificent,37,95,81,4,36,65,153,194,181
Magnificent,153,194,181,4,36,65,37,95,81
Magnificent,37,95,81,153,194,181,4,36,65
Friendly,215,144,92,166,151,51,1,78,70
Friendly,1,78,70,215,144,92,166,151,51
Wild,229,0,13,1,78,70,45,0,5
Diligent,191,169,11,1,47,45,1,47,45
Intrepid,130,99,61,1,47,45,112,41,3
Intrepid,112,41,3,1,47,45,130,99,61
Intrepid,130,99,61,112,41,3,1,47,45
Conservative,130,99,61,112,41,3,1,47,45
Metallic,186,186,186,0,0,0,1,47,45
Majestic,0,0,0,32,10,70,1,47,45
Calm,53,32,6,208,180,137,1,22,23
Classic,145,111,93,45,0,5,1,22,23
Magnificent,5,11,48,37,95,81,116,139,116
Magnificent,5,11,48,116,139,116,37,95,81
Magnificent,37,95,81,5,11,48,116,139,116
Magnificent,116,139,116,5,11,48,37,95,81
Magnificent,37,95,81,116,139,116,5,11,48
Sturdy,130,99,61,26,9,42,1,22,23
Placid,53,32,6,1,22,23,127,127,127
Placid,127,127,127,53,32,6,1,22,23
Serious,1,22,23,112,41,3,0,0,0
Showy,255,242,0,229,0,13,3,115,138
Vivid,3,115,138,255,242,0,212,0,57
Vivid,212,0,57,255,242,0,3,115,138
Vivid,3,115,138,212,0,57,255,242,0
Active,229,0,13,3,115,138,0,0,0
Active,0,0,0,229,0,13,3,115,138
Sporty,255,255,255,229,0,13,3,115,138
Provocative,95,35,141,3,115,138,212,0,57
Provocative,212,0,57,95,35,141,3,115,138
Bold,3,115,138,0,0,0,212,0,57
Bold,212,0,57,0,0,0,3,115,138
Bold,3,115,138,212,0,57,0,0,0
Speedy,3,115,138,255,255,255,26,67,155
Speedy,3,115,138,26,67,155,255,255,255
Speedy,255,255,255,3,115,138,26,67,155
Speedy,26,67,155,3,115,138,255,255,255
Speedy,255,255,255,26,67,155,3,115,138
Sharp,3,115,138,0,0,0,255,255,255
Sharp,255,255,255,3,115,138,0,0,0
Sporty,255,255,255,212,0,57,42,135,145
Noble,187,45,105,95,35,141,37,95,81
Open,255,250,184,255,127,0,103,195,183
Enjoyable,103,195,183,248,117,157,255,242,63
Striking,229,0,13,103,195,183,0,0,0
Striking,0,0,0,229,0,13,103,195,183
Agile,255,255,255,0,0,0,103,195,183
Refreshing,145,209,127,103,195,183,255,255,255
Refreshing,255,255,255,145,209,127,103,195,183
Crystalline,255,255,255,128,166,206,103,195,183
Speedy,103,195,183,255,255,255,128,166,206
Speedy,103,195,183,128,166,206,255,255,255
Speedy,255,255,255,103,195,183,128,166,206
Speedy,128,166,206,103,195,183,255,255,255
Speedy,255,255,255,128,166,206,103,195,183
Cute,251,167,89,153,216,212,255,242,124
Cute,255,242,124,251,167,89,153,216,212
Clear,255,255,255,153,216,212,192,230,184
Clear,192,230,184,153,216,212,255,255,255
Clear,255,255,255,192,230,184,153,216,212
Crystalline,255,255,255,204,236,232,153,216,212
Charming,251,174,193,204,236,232,249,223,226
Charming,249,223,226,251,174,193,204,236,232
Dreamy,204,236,232,251,174,193,255,250,184
Romantic,249,223,226,204,236,232,255,255,255
Romantic,255,255,255,249,223,226,204,236,232
Crystalline,255,255,255,204,236,232,153,216,212
Clear,255,255,255,204,236,232,153,215,179
Clear,153,215,179,204,236,232,255,255,255
Clear,255,255,255,153,215,179,204,236,232
Refreshing,204,236,232,103,195,183,255,255,255
Refreshing,255,255,255,204,236,232,103,195,183
Delicate,254,230,194,153,194,181,198,183,186
Delicate,198,183,186,254,230,194,153,194,181
Polished,255,255,255,115,95,108,153,194,181
Salty,153,194,181,255,255,255,166,151,51
Salty,153,194,181,166,151,51,255,255,255
Salty,255,255,255,153,194,181,166,151,51
Salty,166,151,51,153,194,181,255,255,255
Salty,255,255,255,166,151,51,153,194,181
Dewy,153,194,181,161,161,161,204,236,232
Dewy,204,236,232,161,161,161,153,194,181
Dewy,153,194,181,204,236,232,161,161,161
Distinguished,255,255,255,204,236,232,103,195,183
Composed,98,116,114,204,236,232,26,26,26
Sublime,98,116,114,26,26,26,12,32,120
Distinguished,98,116,114,153,194,181,51,51,51
Dignified,98,116,114,32,10,70,1,24,10
Authoritative,98,116,114,0,0,0,26,26,26
Authoritative,26,26,26,0,0,0,98,116,114
Authoritative,98,116,114,26,26,26,0,0,0
Practical,32,104,113,130,99,61,26,26,26
Composed,32,104,113,222,222,222,0,0,0
Rational,32,104,113,12,32,120,242,242,242
Rational,242,242,242,32,104,113,12,32,120
Intrepid,126,100,12,5,11,48,5,60,88
Intrepid,5,60,88,5,11,48,126,100,12
Intrepid,126,100,12,5,60,88,5,11,48
Composed,121,123,131,242,242,242,5,60,88
Precious,72,13,104,5,60,88,242,242,242
Precious,242,242,242,72,13,104,5,60,88
Agile,255,255,255,5,60,88,128,166,206
Metallic,242,242,242,26,9,42,5,60,88
Dapper,0,0,0,4,36,65,130,99,61
Dapper,130,99,61,0,0,0,4,36,65
Sporty,255,255,255,255,242,0,4,36,65
Conservative,138,112,12,112,41,3,4,36,65
Rational,51,71,108,4,36,65,166,181,183
Rational,166,181,183,51,71,108,4,36,65
Dignified,127,127,127,45,0,5,4,36,65
Earnest,127,127,127,4,36,65,242,242,242
Earnest,242,242,242,127,127,127,4,36,65
Practical,138,112,12,2,22,35,32,104,113
Robust,138,0,7,53,32,6,2,22,35
Sublime,99,63,110,130,99,61,2,22,35
Dapper,53,32,6,2,22,35,130,99,61
Dapper,130,99,61,53,32,6,2,22,35
Progressive,217,228,228,2,22,35,128,166,206
Solemn,115,95,108,2,22,35,0,0,0
Lively,229,0,13,26,67,155,153,166,74
Lively,153,166,74,229,0,13,26,67,155
Vigorous,229,0,13,255,242,0,26,67,155
Vigorous,26,67,155,229,0,13,255,242,0
Fleet,26,67,155,255,255,255,255,242,63
Fleet,26,67,155,255,242,63,255,255,255
Fleet,255,255,255,26,67,155,255,242,63
Fleet,255,242,63,26,67,155,255,255,255
Fleet,255,255,255,255,242,63,26,67,155
Striking,212,0,57,26,67,155,255,242,0
Striking,255,242,0,212,0,57,26,67,155
Intense,26,67,155,255,242,0,1,22,23
Intense,26,67,155,1,22,23,255,242,0
Intense,255,242,0,26,67,155,1,22,23
Intense,1,22,23,26,67,155,255,242,0
Intense,255,242,0,1,22,23,26,67,155
Nimble,26,67,155,255,255,255,103,195,183
Nimble,26,67,155,103,195,183,255,255,255
Nimble,255,255,255,26,67,155,103,195,183
Nimble,103,195,183,26,67,155,255,255,255
Nimble,255,255,255,103,195,183,26,67,155
Progressive,192,230,184,78,181,135,26,67,155
Sharp,0,0,0,26,67,155,255,255,255
Sharp,255,255,255,0,0,0,26,67,155
Neat,255,255,255,26,67,155,191,230,200
Neat,191,230,200,255,255,255,26,67,155
Refreshing,57,89,153,103,195,183,255,255,255
Refreshing,255,255,255,57,89,153,103,195,183
Clear,255,255,255,128,166,206,153,216,212
Clear,153,216,212,128,166,206,255,255,255
Clear,255,255,255,153,216,212,128,166,206
Crystalline,255,255,255,204,236,232,128,166,206
Refreshing,78,181,135,128,166,206,255,255,255
Refreshing,255,255,255,78,181,135,128,166,206
Refined,242,242,242,179,204,206,204,236,232
Refined,204,236,232,242,242,242,179,204,206
Polished,242,242,242,121,123,131,179,204,206
Refreshing,179,204,206,153,215,179,217,228,228
Refreshing,217,228,228,179,204,206,153,215,179
Distinguished,179,204,206,10,21,82,99,63,110
Emotional,217,228,228,215,188,188,242,242,242
Romantic,234,216,227,192,230,184,217,228,228
Romantic,217,228,228,234,216,227,192,230,184
Dreamy,254,230,194,251,174,193,217,228,228
Light,217,228,228,255,255,255,255,250,184
