rgb1,rgb2,rgb3,emotion
0.20784313725490194,0.2,0.6823529411764706,disappointed
0.580392156862745,0.7098039215686275,0.11372549019607843,gloomy
0.2627450980392157,0.13725490196078433,0.15294117647058825,frustrated
0.5372549019607843,0.28627450980392155,0.16078431372549018,excited
0.592156862745098,0.5137254901960784,0.1803921568627451,bitter
0.8549019607843137,0.6980392156862745,0.4235294117647059,frustrated
0.011764705882352941,0.12156862745098039,0.03529411764705882,joyful
0.5411764705882353,0.10588235294117647,0.6784313725490196,sad
0.7803921568627451,0.6549019607843137,0.2392156862745098,content
0.3333333333333333,0.3803921568627451,0.17254901960784313,gloomy
0.13333333333333333,0.6352941176470588,0.34509803921568627,amused
0.12941176470588234,0.5215686274509804,0.9098039215686274,happy
1.0,0.1411764705882353,0.0,hopeful
0.796078431372549,0.13333333333333333,0.7725490196078432,content
0.49411764705882355,0.7098039215686275,0.996078431372549,proud
0.3137254901960784,0.7450980392156863,0.5333333333333333,frustrated
0.7411764705882353,0.5058823529411764,0.8196078431372549,disappointed
0.4392156862745098,0.13725490196078433,0.47058823529411764,inspired
0.3568627450980392,0.6588235294117647,0.4549019607843137,melancholy
0.1411764705882353,0.6901960784313725,0.09803921568627451,amused
0.2627450980392157,0.403921568627451,0.9882352941176471,sad
0.13725490196078433,0.44705882352941173,0.11764705882352941,joyful
0.11372549019607843,0.9450980392156862,0.12941176470588234,proud
0.5725490196078431,0.06666666666666667,0.8666666666666667,proud
0.32941176470588235,0.9921568627450981,0.00784313725490196,anxious
0.27058823529411763,0.396078431372549,0.5490196078431373,anxious
0.17254901960784313,0.4588235294117647,0.9921568627450981,grateful
0.2588235294117647,0.43529411764705883,0.3568627450980392,inspired
0.3333333333333333,0.6549019607843137,0.15294117647058825,amused
0.796078431372549,0.5882352941176471,0.6196078431372549,frustrated
0.5686274509803921,0.7764705882352941,0.7803921568627451,elated
0.07058823529411765,0.3607843137254902,0.16862745098039217,content
0.3254901960784314,0.6941176470588235,0.16078431372549018,inspired
0.36470588235294116,0.6823529411764706,0.5843137254901961,gloomy
0.788235294117647,0.34901960784313724,0.9490196078431372,excited
0.8784313725490196,0.8588235294117647,0.28627450980392155,inspired
0.10980392156862745,0.9215686274509803,0.8196078431372549,excited
0.4117647058823529,0.7294117647058823,0.5019607843137255,proud
0.8392156862745098,0.24705882352941178,0.06274509803921569,angry
0.4156862745098039,0.6431372549019607,0.3686274509803922,elated
0.09411764705882353,0.4549019607843137,0.7490196078431373,amused
0.7647058823529411,0.2,0.5333333333333333,amused
0.7215686274509804,0.3568627450980392,0.36470588235294116,frustrated
0.4823529411764706,0.9333333333333333,0.3411764705882353,disappointed
0.6274509803921569,0.5764705882352941,0.2823529411764706,gloomy
0.7803921568627451,0.3411764705882353,0.050980392156862744,excited
0.22745098039215686,0.3176470588235294,0.47058823529411764,happy
0.4549019607843137,0.7176470588235294,0.25098039215686274,sad
0.796078431372549,0.8627450980392157,0.6431372549019607,disappointed
0.09803921568627451,0.12549019607843137,0.6666666666666666,frustrated
0.054901960784313725,0.8392156862745098,0.10980392156862745,proud
0.0784313725490196,0.8235294117647058,0.26666666666666666,sad
0.08627450980392157,0.8901960784313725,0.4784313725490196,joyful
0.3254901960784314,0.5294117647058824,0.7843137254901961,grateful
0.2392156862745098,0.5529411764705883,0.0196078431372549,gloomy
0.0,0.5333333333333333,0.8117647058823529,anxious
0.8117647058823529,0.7098039215686275,0.5450980392156862,fearful
0.01568627450980392,0.6549019607843137,0.3607843137254902,grateful
0.6784313725490196,0.10196078431372549,0.2901960784313725,frustrated
0.20392156862745098,0.9333333333333333,0.6941176470588235,frustrated
0.8588235294117647,0.2,0.8901960784313725,fearful
0.4117647058823529,0.07058823529411765,0.4588235294117647,angry
0.13333333333333333,0.2,0.6196078431372549,gloomy
0.7098039215686275,0.22745098039215686,0.6705882352941176,bitter
0.21568627450980393,0.9882352941176471,0.9882352941176471,excited
0.07058823529411765,0.6784313725490196,0.3411764705882353,depressed
0.7568627450980392,0.27450980392156865,0.9176470588235294,proud
0.20784313725490194,0.18823529411764706,0.3686274509803922,bitter
0.23137254901960785,0.3137254901960784,0.6039215686274509,proud
0.48627450980392156,0.6392156862745098,0.22745098039215686,bitter
0.6941176470588235,0.4156862745098039,0.788235294117647,melancholy
0.17254901960784313,0.050980392156862744,0.4745098039215686,happy
0.27450980392156865,0.14901960784313725,0.6549019607843137,disappointed
0.5333333333333333,0.050980392156862744,0.9725490196078431,excited
0.5294117647058824,0.8156862745098039,0.9725490196078431,angry
0.08627450980392157,0.9725490196078431,0.30980392156862746,frustrated
0.8509803921568627,0.03137254901960784,0.8901960784313725,excited
0.023529411764705882,0.8196078431372549,0.7803921568627451,inspired
0.8313725490196078,0.8509803921568627,0.7607843137254902,depressed
0.23529411764705882,0.5647058823529412,0.2196078431372549,gloomy
0.44705882352941173,0.9294117647058824,0.592156862745098,gloomy
0.09411764705882353,0.01568627450980392,0.39215686274509803,sad
0.9254901960784314,0.19215686274509802,0.3411764705882353,excited
0.11764705882352941,0.21176470588235294,0.6,melancholy
0.0784313725490196,0.3803921568627451,0.396078431372549,content
0.7254901960784313,0.592156862745098,0.6078431372549019,amused
0.11372549019607843,0.6313725490196078,0.45098039215686275,gloomy
0.20784313725490194,0.4666666666666667,0.7019607843137254,bitter
0.33725490196078434,0.9647058823529412,0.027450980392156862,gloomy
0.4117647058823529,0.9450980392156862,0.5372549019607843,sad
0.7137254901960784,0.5019607843137255,0.3254901960784314,melancholy
0.47058823529411764,0.6431372549019607,0.8196078431372549,joyful
0.580392156862745,0.4588235294117647,0.9411764705882353,sad
0.011764705882352941,0.49411764705882355,0.16470588235294117,frustrated
0.2549019607843137,0.0784313725490196,0.1411764705882353,fearful
0.26666666666666666,0.8156862745098039,0.4392156862745098,elated
0.6862745098039216,0.5411764705882353,0.9294117647058824,fearful
0.40784313725490196,0.8705882352941177,0.3568627450980392,bitter
0.16862745098039217,0.24705882352941178,0.6235294117647059,fearful
0.580392156862745,0.7764705882352941,0.03529411764705882,hopeful
0.7372549019607844,0.3568627450980392,0.43529411764705883,hopeful
0.6392156862745098,0.3254901960784314,0.2980392156862745,joyful
0.07058823529411765,0.44313725490196076,0.2901960784313725,frustrated
0.8862745098039215,0.8823529411764706,0.6705882352941176,frustrated
0.5137254901960784,0.5490196078431373,0.8941176470588235,hopeful
0.22745098039215686,0.5058823529411764,0.44313725490196076,frustrated
0.5019607843137255,0.15294117647058825,0.09411764705882353,gloomy
0.7294117647058823,0.1411764705882353,0.38823529411764707,gloomy
0.27058823529411763,0.5254901960784314,0.011764705882352941,amused
0.8862745098039215,0.4745098039215686,0.6588235294117647,proud
0.7372549019607844,0.6313725490196078,0.10980392156862745,anxious
0.26666666666666666,0.10196078431372549,0.8784313725490196,frustrated
0.9725490196078431,0.42745098039215684,0.7019607843137254,joyful
0.788235294117647,0.7098039215686275,0.7725490196078432,bitter
0.6313725490196078,0.5294117647058824,0.49019607843137253,amused
0.3686274509803922,0.2823529411764706,0.9647058823529412,elated
0.32941176470588235,0.5294117647058824,0.7647058823529411,depressed
0.8352941176470589,0.8588235294117647,0.4235294117647059,anxious
0.2627450980392157,0.4,0.32941176470588235,excited
0.2784313725490196,0.3254901960784314,0.8745098039215686,anxious
0.0,0.5215686274509804,0.3568627450980392,angry
0.4196078431372549,0.6196078431372549,0.788235294117647,excited
0.8274509803921568,0.027450980392156862,0.5843137254901961,disappointed
0.8980392156862745,0.8627450980392157,0.5333333333333333,frustrated
0.6705882352941176,0.1803921568627451,0.0,amused
0.40784313725490196,0.7019607843137254,0.14901960784313725,melancholy
0.34901960784313724,0.2901960784313725,0.9529411764705882,grateful
0.8862745098039215,0.4823529411764706,0.3411764705882353,sad
0.3764705882352941,0.3254901960784314,0.10196078431372549,inspired
0.807843137254902,0.12549019607843137,0.45098039215686275,gloomy
0.7764705882352941,0.3803921568627451,0.6745098039215687,excited
0.23137254901960785,0.22352941176470587,0.6980392156862745,amused
0.6784313725490196,0.9137254901960784,0.5176470588235293,gloomy
0.7254901960784313,0.36470588235294116,0.3568627450980392,amused
0.5686274509803921,0.6392156862745098,0.7607843137254902,gloomy
0.580392156862745,0.6784313725490196,0.7254901960784313,amused
0.8117647058823529,0.4666666666666667,0.6431372549019607,joyful
0.4117647058823529,0.7450980392156863,0.01568627450980392,melancholy
0.9450980392156862,0.9490196078431372,0.803921568627451,joyful
0.6196078431372549,0.42745098039215684,0.3411764705882353,depressed
0.8862745098039215,0.6392156862745098,0.28627450980392155,happy
0.8549019607843137,0.7176470588235294,0.10196078431372549,proud
0.4627450980392157,0.08627450980392157,0.8,hopeful
0.8117647058823529,0.38431372549019605,0.3529411764705882,elated
0.2,0.9019607843137255,0.1803921568627451,disappointed
0.8156862745098039,0.2392156862745098,0.7372549019607844,depressed
0.1843137254901961,0.9803921568627451,0.40784313725490196,proud
0.5019607843137255,0.5411764705882353,0.796078431372549,grateful
0.5529411764705883,0.2784313725490196,0.3686274509803922,inspired
0.023529411764705882,0.6784313725490196,0.9607843137254902,gloomy
0.6196078431372549,0.058823529411764705,0.6627450980392157,hopeful
0.6509803921568628,0.20784313725490194,0.6705882352941176,angry
0.32156862745098036,0.5294117647058824,0.8627450980392157,sad
0.2549019607843137,0.6627450980392157,0.2588235294117647,anxious
0.44705882352941173,0.3607843137254902,0.3058823529411765,melancholy
0.8980392156862745,0.8588235294117647,0.9647058823529412,grateful
0.39215686274509803,0.6235294117647059,0.8666666666666667,excited
0.6980392156862745,0.9882352941176471,0.6823529411764706,elated
0.36470588235294116,0.44705882352941173,0.6313725490196078,amused
0.047058823529411764,0.8784313725490196,0.9137254901960784,grateful
0.3137254901960784,0.2588235294117647,0.7843137254901961,anxious
0.9529411764705882,0.49019607843137253,0.5411764705882353,excited
0.4392156862745098,0.8549019607843137,0.6078431372549019,amused
0.7215686274509804,0.47058823529411764,0.2549019607843137,content
0.7529411764705882,0.7725490196078432,0.34509803921568627,angry
0.13333333333333333,0.8117647058823529,0.011764705882352941,sad
0.7372549019607844,0.9333333333333333,0.6470588235294118,angry
0.6705882352941176,0.8274509803921568,0.34509803921568627,depressed
0.27450980392156865,0.580392156862745,0.5254901960784314,fearful
0.10980392156862745,0.45098039215686275,0.5254901960784314,angry
0.2588235294117647,0.3607843137254902,0.8627450980392157,gloomy
0.4,0.396078431372549,0.4823529411764706,content
0.7725490196078432,0.42745098039215684,0.28627450980392155,disappointed
0.39215686274509803,0.7137254901960784,0.30196078431372547,gloomy
0.5843137254901961,0.984313725490196,0.6235294117647059,sad
0.3176470588235294,0.13725490196078433,0.9294117647058824,grateful
0.9529411764705882,0.9803921568627451,0.5333333333333333,content
0.996078431372549,0.09803921568627451,0.08235294117647059,fearful
0.6784313725490196,0.8980392156862745,0.8392156862745098,melancholy
0.5647058823529412,0.6,0.9333333333333333,proud
0.4666666666666667,0.6470588235294118,0.4980392156862745,amused
0.5058823529411764,0.5215686274509804,0.7764705882352941,hopeful
0.5490196078431373,0.3529411764705882,0.2901960784313725,disappointed
0.984313725490196,0.7137254901960784,0.3058823529411765,frustrated
0.24313725490196078,0.2823529411764706,0.7803921568627451,amused
0.1764705882352941,0.5215686274509804,0.1843137254901961,angry
0.7333333333333333,0.6666666666666666,0.7647058823529411,angry
0.5411764705882353,0.9490196078431372,0.22352941176470587,depressed
0.8588235294117647,0.34901960784313724,0.5137254901960784,angry
0.49019607843137253,0.807843137254902,0.32156862745098036,amused
0.7725490196078432,0.7294117647058823,0.5176470588235293,anxious
0.06666666666666667,0.7725490196078432,0.7490196078431373,anxious
0.3686274509803922,0.596078431372549,0.5137254901960784,disappointed
0.27058823529411763,0.6588235294117647,0.6431372549019607,inspired
0.22745098039215686,0.6941176470588235,0.7176470588235294,proud
0.596078431372549,0.6313725490196078,0.5725490196078431,bitter
0.3803921568627451,0.807843137254902,0.9450980392156862,gloomy
0.5294117647058824,0.7098039215686275,0.9215686274509803,elated
0.1803921568627451,0.9411764705882353,0.9568627450980391,inspired
0.4980392156862745,0.6313725490196078,0.3176470588235294,angry
0.615686274509804,0.047058823529411764,0.4627450980392157,melancholy
0.1803921568627451,0.4627450980392157,0.12549019607843137,fearful
0.13333333333333333,0.45098039215686275,0.3411764705882353,melancholy
0.48627450980392156,0.6,0.6823529411764706,anxious
0.9490196078431372,0.4196078431372549,0.20392156862745098,depressed
0.9137254901960784,0.43137254901960786,0.25098039215686274,depressed
0.2980392156862745,0.4627450980392157,0.28627450980392155,bitter
0.5725490196078431,0.01568627450980392,0.027450980392156862,depressed
0.5137254901960784,0.18823529411764706,0.2980392156862745,anxious
0.14509803921568626,0.4549019607843137,0.9294117647058824,joyful
0.18823529411764706,0.42745098039215684,0.8235294117647058,proud
0.7019607843137254,0.19215686274509802,0.2784313725490196,sad
0.3529411764705882,0.6941176470588235,0.9333333333333333,bitter
0.11372549019607843,0.011764705882352941,0.2901960784313725,proud
0.32941176470588235,0.9176470588235294,0.2549019607843137,inspired
0.4666666666666667,0.0784313725490196,0.8156862745098039,grateful
0.16470588235294117,0.9490196078431372,0.10980392156862745,depressed
0.6039215686274509,0.3411764705882353,0.7058823529411764,anxious
0.18823529411764706,0.7607843137254902,0.4,frustrated
0.03529411764705882,0.00784313725490196,0.4549019607843137,depressed
0.4235294117647059,0.9137254901960784,0.34901960784313724,inspired
0.48627450980392156,0.4588235294117647,0.39215686274509803,anxious
0.3529411764705882,0.26666666666666666,0.4117647058823529,grateful
0.0392156862745098,0.047058823529411764,0.40784313725490196,depressed
0.8823529411764706,0.6470588235294118,0.6549019607843137,frustrated
0.6274509803921569,0.4784313725490196,0.12941176470588234,excited
0.6039215686274509,0.38823529411764707,0.8509803921568627,anxious
0.19607843137254902,0.34509803921568627,0.8235294117647058,angry
0.0784313725490196,0.8705882352941177,0.611764705882353,frustrated
0.2823529411764706,0.07058823529411765,0.6,grateful
0.596078431372549,0.15294117647058825,0.9176470588235294,disappointed
0.4823529411764706,0.10980392156862745,0.596078431372549,inspired
0.5725490196078431,0.7647058823529411,0.6745098039215687,melancholy
0.8274509803921568,0.1764705882352941,0.21176470588235294,happy
0.0,0.5411764705882353,0.7647058823529411,frustrated
0.5254901960784314,0.8588235294117647,0.38823529411764707,gloomy
0.7254901960784313,0.7764705882352941,0.5764705882352941,bitter
0.6352941176470588,0.19607843137254902,0.9490196078431372,fearful
0.4,0.0784313725490196,0.6705882352941176,frustrated
0.4627450980392157,0.5019607843137255,0.8941176470588235,bitter
0.42745098039215684,0.4117647058823529,0.7607843137254902,disappointed
0.8823529411764706,0.5490196078431373,0.058823529411764705,angry
0.4627450980392157,0.12941176470588234,0.592156862745098,melancholy
0.5490196078431373,0.5215686274509804,0.14901960784313725,disappointed
0.00392156862745098,0.0392156862745098,0.023529411764705882,frustrated
0.49019607843137253,0.023529411764705882,0.4,inspired
0.6509803921568628,0.29411764705882354,0.44705882352941173,hopeful
0.3333333333333333,0.49411764705882355,0.44705882352941173,angry
0.6980392156862745,0.2,0.00784313725490196,hopeful
0.2980392156862745,0.615686274509804,0.03529411764705882,content
0.45098039215686275,0.7843137254901961,0.5215686274509804,grateful
0.4549019607843137,0.7098039215686275,0.9215686274509803,grateful
0.7568627450980392,0.16862745098039217,0.30980392156862746,angry
0.24313725490196078,0.2980392156862745,0.1843137254901961,disappointed
0.2980392156862745,0.5843137254901961,0.47058823529411764,bitter
0.07058823529411765,0.34901960784313724,0.050980392156862744,gloomy
0.8705882352941177,0.3607843137254902,0.9254901960784314,happy
0.4117647058823529,0.8352941176470589,0.023529411764705882,hopeful
0.39215686274509803,0.18823529411764706,0.1568627450980392,bitter
0.6039215686274509,0.6196078431372549,0.5215686274509804,angry
0.5607843137254902,0.7490196078431373,0.8980392156862745,frustrated
0.14509803921568626,0.23137254901960785,0.44313725490196076,anxious
0.37254901960784315,0.3764705882352941,0.9411764705882353,inspired
0.8156862745098039,0.12549019607843137,0.24313725490196078,inspired
0.5411764705882353,0.5490196078431373,0.36470588235294116,bitter
0.25098039215686274,0.615686274509804,0.3529411764705882,disappointed
0.9058823529411765,0.5882352941176471,0.5764705882352941,sad
0.5215686274509804,0.1411764705882353,0.3254901960784314,frustrated
0.4980392156862745,0.8941176470588235,0.0196078431372549,elated
0.3607843137254902,0.8,0.6039215686274509,angry
0.9450980392156862,0.3254901960784314,0.5490196078431373,amused
0.9019607843137255,0.5294117647058824,0.7058823529411764,depressed
0.3137254901960784,0.615686274509804,0.0,depressed
0.8431372549019608,0.8117647058823529,0.2901960784313725,bitter
0.9882352941176471,0.5137254901960784,0.2392156862745098,angry
0.2627450980392157,0.5647058823529412,0.4392156862745098,joyful
0.788235294117647,0.32941176470588235,0.4549019607843137,depressed
0.8980392156862745,1.0,0.2196078431372549,excited
0.24313725490196078,0.7215686274509804,0.18823529411764706,amused
0.5686274509803921,0.4588235294117647,0.7254901960784313,melancholy
0.03529411764705882,0.9254901960784314,0.7450980392156863,frustrated
0.30980392156862746,0.9019607843137255,0.807843137254902,grateful
0.6313725490196078,0.5176470588235293,0.5647058823529412,content
0.8941176470588235,0.2784313725490196,0.24313725490196078,grateful
0.09019607843137255,0.3568627450980392,0.43137254901960786,elated
0.027450980392156862,0.9921568627450981,0.08627450980392157,joyful
0.38431372549019605,0.6196078431372549,0.9647058823529412,amused
0.3137254901960784,0.6078431372549019,0.1843137254901961,depressed
0.9372549019607843,0.44705882352941173,0.043137254901960784,gloomy
0.8431372549019608,0.3058823529411765,0.9058823529411765,bitter
0.11764705882352941,0.3529411764705882,0.13333333333333333,anxious
0.21176470588235294,0.3176470588235294,0.6392156862745098,depressed
0.2784313725490196,0.42745098039215684,0.23137254901960785,content
0.4392156862745098,0.6470588235294118,0.26666666666666666,excited
0.7098039215686275,0.050980392156862744,0.396078431372549,anxious
0.07450980392156863,0.4196078431372549,0.03137254901960784,sad
0.3764705882352941,0.8196078431372549,0.7725490196078432,bitter
0.48627450980392156,0.39215686274509803,0.5058823529411764,amused
0.9921568627450981,0.615686274509804,0.5215686274509804,sad
0.8156862745098039,0.9019607843137255,0.9725490196078431,angry
0.6588235294117647,0.5882352941176471,0.11764705882352941,joyful
1.0,0.07450980392156863,0.01568627450980392,grateful
0.580392156862745,0.4156862745098039,0.2901960784313725,gloomy
0.4823529411764706,0.7647058823529411,0.8392156862745098,melancholy
0.23529411764705882,0.8980392156862745,0.9803921568627451,disappointed
0.36470588235294116,0.6627450980392157,0.1568627450980392,fearful
0.7372549019607844,0.8196078431372549,0.7019607843137254,fearful
0.1568627450980392,0.23137254901960785,0.9176470588235294,joyful
0.8705882352941177,0.11372549019607843,0.8823529411764706,fearful
0.3686274509803922,0.9333333333333333,0.6470588235294118,proud
0.49411764705882355,0.8470588235294118,0.06274509803921569,content
0.38823529411764707,0.6549019607843137,0.615686274509804,grateful
0.9882352941176471,0.2549019607843137,0.09019607843137255,grateful
0.7843137254901961,0.5019607843137255,0.3411764705882353,anxious
0.14509803921568626,0.43529411764705883,0.7490196078431373,amused
0.6039215686274509,0.8509803921568627,0.34901960784313724,sad
0.5254901960784314,0.8470588235294118,0.9686274509803922,angry
0.8117647058823529,0.396078431372549,0.16078431372549018,excited
0.5686274509803921,0.8156862745098039,0.4392156862745098,excited
0.16862745098039217,0.43137254901960786,0.7725490196078432,inspired
0.4627450980392157,0.5764705882352941,0.9372549019607843,melancholy
0.08627450980392157,0.42745098039215684,0.5450980392156862,depressed
0.043137254901960784,0.6313725490196078,0.5294117647058824,happy
0.4666666666666667,0.10196078431372549,0.18823529411764706,content
0.7803921568627451,0.9372549019607843,0.7137254901960784,joyful
0.3764705882352941,0.39215686274509803,0.32156862745098036,depressed
0.3411764705882353,0.5843137254901961,0.996078431372549,amused
0.00784313725490196,0.03137254901960784,0.0392156862745098,content
0.0196078431372549,0.14901960784313725,0.6509803921568628,proud
0.39215686274509803,0.7568627450980392,0.4588235294117647,excited
0.23137254901960785,0.6431372549019607,0.5215686274509804,inspired
0.0196078431372549,0.14901960784313725,0.6392156862745098,bitter
0.34509803921568627,0.6941176470588235,0.8117647058823529,grateful
0.32941176470588235,0.44705882352941173,0.03529411764705882,content
0.9686274509803922,0.5176470588235293,0.6941176470588235,elated
0.09411764705882353,0.3686274509803922,0.5098039215686274,grateful
0.3254901960784314,0.5137254901960784,0.30196078431372547,anxious
0.043137254901960784,0.5529411764705883,0.8941176470588235,disappointed
0.3176470588235294,0.6039215686274509,0.7764705882352941,disappointed
0.6862745098039216,0.38431372549019605,0.08235294117647059,sad
0.580392156862745,0.6666666666666666,0.4784313725490196,inspired
0.7254901960784313,0.5686274509803921,0.396078431372549,anxious
0.8509803921568627,0.9568627450980391,0.8352941176470589,sad
0.7176470588235294,0.39215686274509803,0.7686274509803921,amused
0.43529411764705883,0.8862745098039215,0.043137254901960784,sad
0.8862745098039215,0.3803921568627451,0.9333333333333333,content
0.5764705882352941,0.4392156862745098,0.043137254901960784,melancholy
0.8823529411764706,0.09803921568627451,0.3803921568627451,bitter
0.37254901960784315,0.1764705882352941,0.023529411764705882,elated
0.34901960784313724,0.34509803921568627,0.9294117647058824,proud
0.14901960784313725,0.2,0.06274509803921569,sad
0.592156862745098,0.8549019607843137,0.011764705882352941,hopeful
0.3529411764705882,0.6823529411764706,0.4784313725490196,bitter
0.615686274509804,0.00784313725490196,0.5215686274509804,frustrated
0.4745098039215686,0.7803921568627451,0.058823529411764705,angry
0.3058823529411765,0.6392156862745098,0.7058823529411764,frustrated
0.403921568627451,0.4627450980392157,0.027450980392156862,disappointed
